RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
{'min_impurity_decrease': 8.787658410143284e-05, 'min_samples_leaf': 21}	{'max_depth': 2}	{'C': 12.640420246216818, 'penalty': 'l1'}	{'var_smoothing': 0.16332444830826676}	{'max_depth': 2}	{'C': 10.29017208337953, 'penalty': 'l1'}	{'var_smoothing': 0.01749027103115263}	{'alpha': 0.9713796612099926, 'batch_size': 200, 'power_t': 0.17775500663702082}
{'min_impurity_decrease': 0.007447660735453599, 'min_samples_leaf': 31}	{'max_depth': 3}	{'C': 13.90255535077407, 'penalty': 'l1'}	{'var_smoothing': 0.26454219882203445}	{'max_depth': 2}	{'C': 15.353200908573939, 'penalty': 'l1'}	{'var_smoothing': 0.19639041731452456}	{'alpha': 0.4367482245108753, 'batch_size': 100, 'power_t': 0.933348095680261}
{'min_impurity_decrease': 0.0075722066595136925, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 6.757938092772467, 'penalty': 'l1'}	{'var_smoothing': 0.0035455469097308485}	{'max_depth': 2}	{'C': 14.95268096983584, 'penalty': 'l1'}	{'var_smoothing': 0.29485946110158046}	{'alpha': 0.5010403675001693, 'batch_size': 100, 'power_t': 2.1397153962424342}
{'min_impurity_decrease': 0.006173275747005459, 'min_samples_leaf': 33}	{'max_depth': 3}	{'C': 15.422840482895127, 'penalty': 'l1'}	{'var_smoothing': 0.058460729296879725}	{'max_depth': 2}	{'C': 7.459541366900822, 'penalty': 'l1'}	{'var_smoothing': 0.1733340388743999}	{'alpha': 1.2199001064379058, 'batch_size': 500, 'power_t': 0.9328838556944372}
{'min_impurity_decrease': 0.0006857384821418412, 'min_samples_leaf': 2}	{'max_depth': 2}	{'C': 9.171823701785659, 'penalty': 'l1'}	{'var_smoothing': 0.13931456820273502}	{'max_depth': 2}	{'C': 9.241285229441898, 'penalty': 'l1'}	{'var_smoothing': 0.12050631879350591}	{'alpha': 3.1241086782580925, 'batch_size': 400, 'power_t': 2.813797745181816}
{'min_impurity_decrease': 0.013415000147746449, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 18.600864452481115, 'penalty': 'l1'}	{'var_smoothing': 0.2735065344522666}	{'max_depth': 2}	{'C': 12.35077234223093, 'penalty': 'l1'}	{'var_smoothing': 0.17515452342402305}	{'alpha': 0.5094307754084507, 'batch_size': 400, 'power_t': 2.492299267703703}
{'min_impurity_decrease': 0.012639840209929478, 'min_samples_leaf': 1}	{'max_depth': 3}	{'C': 8.933546946100764, 'penalty': 'l1'}	{'var_smoothing': 0.3072410094435699}	{'max_depth': 3}	{'C': 19.50479989093684, 'penalty': 'l1'}	{'var_smoothing': 0.11807620144088447}	{'alpha': 1.4138592359041393, 'batch_size': 500, 'power_t': 1.8515763238480116}
{'min_impurity_decrease': 0.008285187305032849, 'min_samples_leaf': 3}	{'max_depth': 2}	{'C': 9.064798057184603, 'penalty': 'l1'}	{'var_smoothing': 0.17152165632510308}	{'max_depth': 2}	{'C': 16.4636951603572, 'penalty': 'l1'}	{'var_smoothing': 0.14792062444808474}	{'alpha': 3.431652927817567, 'batch_size': 500, 'power_t': 2.8878487001085698}
{'min_impurity_decrease': 0.0008664797748379039, 'min_samples_leaf': 40}	{'max_depth': 3}	{'C': 10.210397756708998, 'penalty': 'l1'}	{'var_smoothing': 0.19456924830600064}	{'max_depth': 2}	{'C': 12.253403512352373, 'penalty': 'l1'}	{'var_smoothing': 0.07567720480206151}	{'alpha': 4.202354608647861, 'batch_size': 500, 'power_t': 2.347448809562114}
{'min_impurity_decrease': 0.00753743360484639, 'min_samples_leaf': 22}	{'max_depth': 3}	{'C': 19.830389736986678, 'penalty': 'l1'}	{'var_smoothing': 0.04540221017700707}	{'max_depth': 2}	{'C': 16.96687505124235, 'penalty': 'l1'}	{'var_smoothing': 0.2031963729045595}	{'alpha': 4.146266557823524, 'batch_size': 500, 'power_t': 1.4286139277280527}
