RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
{'min_impurity_decrease': 0.01835347898661638, 'min_samples_leaf': 8}	{'max_depth': 2}	{'C': 5.937518547957893, 'penalty': 'l1'}	{'var_smoothing': 0.9890115135756001}	{'max_depth': 1}	{'C': 12.92123709016585, 'penalty': 'l2'}	{'var_smoothing': 0.8915732672802584}	{'alpha': 3.608252292829858, 'batch_size': 200, 'power_t': 1.0081973452466602}
{'min_impurity_decrease': 0.04947016455380215, 'min_samples_leaf': 12}	{'max_depth': 1}	{'C': 16.47220681419584, 'penalty': 'l2'}	{'var_smoothing': 0.8466624073101339}	{'max_depth': 1}	{'C': 0.19277885233824565, 'penalty': 'l2'}	{'var_smoothing': 0.9841918506425767}	{'alpha': 2.8297794638075278, 'batch_size': 200, 'power_t': 2.42229832849113}
{'min_impurity_decrease': 0.08159566744310144, 'min_samples_leaf': 3}	{'max_depth': 1}	{'C': 2.4778674136020804, 'penalty': 'l2'}	{'var_smoothing': 0.4995513074466392}	{'max_depth': 2}	{'C': 0.3683964777181703, 'penalty': 'l1'}	{'var_smoothing': 0.5955925127571219}	{'alpha': 4.583159041560306, 'batch_size': 400, 'power_t': 1.5789634907671637}
{'min_impurity_decrease': 0.014061417134028255, 'min_samples_leaf': 11}	{'max_depth': 1}	{'C': 6.192425722494775, 'penalty': 'l2'}	{'var_smoothing': 0.6732923808698442}	{'max_depth': 1}	{'C': 2.0666480069479207, 'penalty': 'l1'}	{'var_smoothing': 0.7160737883919961}	{'alpha': 3.213449588930395, 'batch_size': 300, 'power_t': 1.53669394737589}
{'min_impurity_decrease': 0.0006857384821418412, 'min_samples_leaf': 2}	{'max_depth': 1}	{'C': 0.6259638114796917, 'penalty': 'l1'}	{'var_smoothing': 0.9191090318991818}	{'max_depth': 1}	{'C': 1.2317955313328321, 'penalty': 'l1'}	{'var_smoothing': 0.9080720834133149}	{'alpha': 4.085018969547982, 'batch_size': 400, 'power_t': 2.8636562341331735}
{'min_impurity_decrease': 0.027532566980133767, 'min_samples_leaf': 4}	{'max_depth': 3}	{'C': 9.579870418655613, 'penalty': 'l1'}	{'var_smoothing': 0.734693601509504}	{'max_depth': 1}	{'C': 1.9666435463077436, 'penalty': 'l1'}	{'var_smoothing': 0.7173383821914008}	{'alpha': 1.3658718156929393, 'batch_size': 100, 'power_t': 0.8596988206278714}
{'min_impurity_decrease': 0.012639840209929478, 'min_samples_leaf': 1}	{'max_depth': 2}	{'C': 0.42590011734859545, 'penalty': 'l1'}	{'var_smoothing': 0.9620034852508423}	{'max_depth': 1}	{'C': 4.586069751138023, 'penalty': 'l2'}	{'var_smoothing': 0.706879270074428}	{'alpha': 0.6782089874442302, 'batch_size': 400, 'power_t': 0.007265129763087018}
{'min_impurity_decrease': 0.014193186576204688, 'min_samples_leaf': 5}	{'max_depth': 1}	{'C': 0.12634382899068153, 'penalty': 'l1'}	{'var_smoothing': 0.5706675869681398}	{'max_depth': 1}	{'C': 8.65222411201805, 'penalty': 'l2'}	{'var_smoothing': 0.9959045381032603}	{'alpha': 2.984579227651966, 'batch_size': 200, 'power_t': 2.6932421078322473}
{'min_impurity_decrease': 0.01817703744188789, 'min_samples_leaf': 6}	{'max_depth': 1}	{'C': 17.4739193763296, 'penalty': 'l2'}	{'var_smoothing': 0.9720974501308212}	{'max_depth': 1}	{'C': 0.4595664908832353, 'penalty': 'l1'}	{'var_smoothing': 0.950016579505167}	{'alpha': 4.259927473650441, 'batch_size': 300, 'power_t': 0.38389469990726743}
{'min_impurity_decrease': 0.06636879070296106, 'min_samples_leaf': 1}	{'max_depth': 3}	{'C': 15.400529916494804, 'penalty': 'l2'}	{'var_smoothing': 0.7597054445841125}	{'max_depth': 1}	{'C': 8.104215093115196, 'penalty': 'l1'}	{'var_smoothing': 0.5129588023595625}	{'alpha': 4.288030592784007, 'batch_size': 200, 'power_t': 0.6278793111102419}
