RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
0.00509794553120931	0.004276545842488607	0.0072175423304239915	0.01031335989634196	0.050552535057067874	0.08868948618570964	0.14917367299397785	0.0008581956227620442
0.0049447774887084964	0.0040415684382120775	0.004564539591471354	0.012546920776367187	0.04917353789011637	0.0579204241434733	0.12001963456471762	0.0005997021993001301
0.006217598915100098	0.0040504773457845054	0.0045654296875	0.01823000907897949	0.04937756856282552	0.0524307648340861	0.12377445697784424	0.0005895694096883137
0.005344367027282715	0.004107507069905599	0.00764451026916504	0.010387659072875977	0.05330038070678711	0.055454476674397776	0.15094451109568277	0.0005822102228800455
0.004954083760579427	0.004307158788045247	0.005815768241882324	0.014173110326131185	0.04966721534729004	0.05309969584147136	0.12027476628621418	0.0007886648178100586
0.005483810106913249	0.003947941462198894	0.004922835032145183	0.014968442916870116	0.05045527617136637	0.04996160666147868	0.12103614807128907	0.000625777244567871
0.005111996332804362	0.0039393583933512374	0.005360809961954752	0.01036833922068278	0.07102986971537273	0.05204140345255533	0.12604242165883384	0.0006108363469441733
0.004984021186828614	0.006763950983683269	0.005508645375569661	0.011732880274454753	0.07572903633117677	0.05174516042073567	0.11633923848470054	0.0005914131800333659
0.004963095982869466	0.003873872756958008	0.004860742886861166	0.013197493553161622	0.048974164326985675	0.05372727711995443	0.15018962224324545	0.0005918184916178385
0.00874036153157552	0.0039375940958658855	0.004469633102416992	0.010514616966247557	0.05079933007558187	0.051490275065104174	0.1389415979385376	0.0009975353876749673
0.005055983861287435	0.003862738609313965	0.004804873466491699	0.011002739270528158	0.048741261164347335	0.052092552185058594	0.1438613812128703	0.0005888064702351888
0.005044039090474446	0.003979818026224771	0.006662138303120931	0.02014319896697998	0.049101376533508295	0.05356640021006266	0.12121442953745523	0.000592827796936035
0.0060662984848022464	0.004092709223429362	0.005342268943786622	0.011527363459269207	0.049039816856384276	0.051906522115071616	0.12009803454081218	0.0006374200185139974
0.007621399561564127	0.003919458389282227	0.00589908758799235	0.010135380427042644	0.051469031969706217	0.05512705643971762	0.14320632616678874	0.0006013154983520509
0.005139772097269694	0.004139161109924317	0.004437541961669921	0.01024033228556315	0.06194980144500732	0.052428094546000156	0.11935047308603923	0.0006914059321085612
0.005110923449198405	0.0039804299672444666	0.004415965080261231	0.010342717170715334	0.07630543708801268	0.05269347031911213	0.12038017908732095	0.0005863825480143229
0.005197795232137045	0.004374901453653971	0.00440224806467692	0.011653995513916014	0.07179864247639973	0.05458075205485026	0.12556578318277994	0.000611114501953125
0.005257399876912435	0.004584598541259766	0.006218028068542479	0.010465431213378906	0.05131977399190266	0.05766981442769368	0.12026731173197429	0.0005968888600667319
0.00618289311726888	0.004004232088724772	0.004423157374064127	0.011624320348103841	0.050265232721964516	0.05371404488881428	0.13944274584452312	0.0005968252817789713
0.006061236063639323	0.003978141148885091	0.004401397705078125	0.009981568654378256	0.04802908102671305	0.05289698441823323	0.12500209013621014	0.000590682029724121
