RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
{'min_impurity_decrease': 0.01835347898661638, 'min_samples_leaf': 8}	{'max_depth': 2}	{'C': 5.661204363987208, 'penalty': 'l2'}	{'var_smoothing': 0.9890115135756001}	{'max_depth': 1}	{'C': 19.575194666326734, 'penalty': 'l2'}	{'var_smoothing': 0.8915732672802584}	{'alpha': 2.4781408524529747, 'batch_size': 100, 'power_t': 2.830086299847172}
{'min_impurity_decrease': 0.014556685649615498, 'min_samples_leaf': 21}	{'max_depth': 2}	{'C': 16.47220681419584, 'penalty': 'l2'}	{'var_smoothing': 0.8466624073101339}	{'max_depth': 1}	{'C': 4.860454029961282, 'penalty': 'l2'}	{'var_smoothing': 0.9841918506425767}	{'alpha': 4.582042134916395, 'batch_size': 100, 'power_t': 0.12539759554215513}
{'min_impurity_decrease': 0.0075722066595136925, 'min_samples_leaf': 26}	{'max_depth': 2}	{'C': 14.09763902937853, 'penalty': 'l1'}	{'var_smoothing': 0.9649264333226785}	{'max_depth': 1}	{'C': 14.84182080809267, 'penalty': 'l2'}	{'var_smoothing': 0.5955925127571219}	{'alpha': 1.09322526073603, 'batch_size': 100, 'power_t': 0.8623758320191102}
{'min_impurity_decrease': 0.014061417134028255, 'min_samples_leaf': 11}	{'max_depth': 2}	{'C': 18.777969280475226, 'penalty': 'l2'}	{'var_smoothing': 0.8090677157733267}	{'max_depth': 1}	{'C': 3.9839489807976434, 'penalty': 'l2'}	{'var_smoothing': 0.7160737883919961}	{'alpha': 3.0512861455649816, 'batch_size': 300, 'power_t': 0.6443859933743055}
{'min_impurity_decrease': 0.0006857384821418412, 'min_samples_leaf': 2}	{'max_depth': 2}	{'C': 6.226595995127106, 'penalty': 'l2'}	{'var_smoothing': 0.9191090318991818}	{'max_depth': 1}	{'C': 9.134904507484238, 'penalty': 'l2'}	{'var_smoothing': 0.9080720834133149}	{'alpha': 1.7770955990261825, 'batch_size': 100, 'power_t': 2.4627707267352887}
{'min_impurity_decrease': 0.013415000147746449, 'min_samples_leaf': 26}	{'max_depth': 1}	{'C': 15.229308384031345, 'penalty': 'l1'}	{'var_smoothing': 0.734693601509504}	{'max_depth': 1}	{'C': 4.840800205745708, 'penalty': 'l2'}	{'var_smoothing': 0.8962852041098879}	{'alpha': 1.841947496650925, 'batch_size': 100, 'power_t': 2.138825171506552}
{'min_impurity_decrease': 0.012639840209929478, 'min_samples_leaf': 1}	{'max_depth': 2}	{'C': 17.727609988752516, 'penalty': 'l2'}	{'var_smoothing': 0.9993765289232714}	{'max_depth': 1}	{'C': 9.895267220439038, 'penalty': 'l2'}	{'var_smoothing': 0.9095023714416636}	{'alpha': 1.5069613769960664, 'batch_size': 200, 'power_t': 2.2226567791714174}
{'min_impurity_decrease': 0.008285187305032849, 'min_samples_leaf': 3}	{'max_depth': 2}	{'C': 13.424981694535573, 'penalty': 'l1'}	{'var_smoothing': 0.8936130797833973}	{'max_depth': 1}	{'C': 16.56264495241283, 'penalty': 'l2'}	{'var_smoothing': 0.9959045381032603}	{'alpha': 0.5284341865954226, 'batch_size': 100, 'power_t': 2.20425940244696}
{'min_impurity_decrease': 0.01817703744188789, 'min_samples_leaf': 6}	{'max_depth': 2}	{'C': 13.615397498153092, 'penalty': 'l2'}	{'var_smoothing': 0.9720974501308212}	{'max_depth': 1}	{'C': 7.567248793417654, 'penalty': 'l2'}	{'var_smoothing': 0.950016579505167}	{'alpha': 2.6606345427725677, 'batch_size': 200, 'power_t': 2.5259298013431066}
{'min_impurity_decrease': 0.00753743360484639, 'min_samples_leaf': 22}	{'max_depth': 2}	{'C': 9.150722758952185, 'penalty': 'l2'}	{'var_smoothing': 0.9315667124114334}	{'max_depth': 1}	{'C': 3.1561480747974255, 'penalty': 'l2'}	{'var_smoothing': 0.9845755991780409}	{'alpha': 2.9318250253157427, 'batch_size': 100, 'power_t': 0.05589192586937852}
{'min_impurity_decrease': 0.01570918378916666, 'min_samples_leaf': 11}	{'max_depth': 1}	{'C': 2.1312981190946543, 'penalty': 'l2'}	{'var_smoothing': 0.7885440069182308}	{'max_depth': 1}	{'C': 15.465812959058171, 'penalty': 'l2'}	{'var_smoothing': 0.8666370429503979}	{'alpha': 2.816592132795298, 'batch_size': 100, 'power_t': 2.921963055364129}
