Brier-Score
RF			END_DT			END_LR			END_NB			PC_DT			PC_LR			PC_NB			MLP
Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic	Base	Sigmoid	Isotonic
0.24785841893619026	0.0988669111688964	0.10161476344189702	0.18862225802197627	0.13266170714149175	0.1321400970761707	0.05790320541735067	0.0543269564653227	0.058736187141847064	0.1897581763464015	0.16700118811550504	0.15828828100521725	0.1756016469209239	0.1725314357587831	0.1671709029944312	0.034460843452836454	0.03915845810605052	0.037432310565633016	0.1359168476224378	0.14141436597953536	0.12029021822752715	0.03839471296819092	0.03646487184907006	0.0367999799397349
0.31751827276943195	0.11515036341068086	0.12216250206555905	0.19565542706147543	0.12656671899304675	0.12829033550414426	0.058517441958948965	0.043717515155503074	0.048040193428522865	0.17100772691935873	0.1460593728637886	0.14363051813706978	0.1455930319553495	0.14600966306386925	0.14170962508819843	0.02725640744896267	0.029842967216454408	0.02812166459883935	0.11427413373061691	0.1157796180088152	0.11144921520006436	0.040808485891758714	0.041073511765750685	0.04083877937498184
0.4449884609891042	0.17574197780008144	0.17716148982827334	0.1517872661474704	0.09396484758631304	0.09470949537631418	0.05428366324936494	0.04757548172650378	0.052731083952370555	0.17223428264106838	0.15834460485719523	0.15603587440602373	0.13942216143807973	0.14035174725937516	0.1370254159760963	0.03427232259404718	0.03765950125993012	0.0376802662168922	0.13112497109969923	0.1337446545747486	0.11559275399385918	0.05033474643269576	0.040435062921749663	0.042186548519463025
0.3555433045835704	0.13178204476359753	0.13541033941460873	0.18597037033306227	0.12077068646902366	0.12166005521065243	0.060137521122642285	0.051257066273762565	0.054246974974588004	0.16328205839129198	0.14289689344122194	0.13906708669770484	0.17023571235990928	0.16734781919963757	0.15098120262540168	0.026719042895301373	0.02685170680731614	0.02598292505184339	0.10945634176931718	0.11300110221165446	0.09903301773274559	0.038162402455898164	0.0454538319669286	0.03852803556895376
0.26056205084201184	0.09505860778745424	0.10135563291666157	0.16925229021647828	0.10051201671986702	0.10074583893826407	0.05514460889615375	0.045141687663623024	0.050035885567641915	0.1455338178180378	0.1338020032756104	0.12714415230977252	0.13659228868972478	0.13642926561348023	0.1338851281737937	0.03886440362930866	0.042699864322370315	0.039395382393232	0.11535732706559017	0.11953092563761653	0.10565113372099606	0.04132193761542179	0.04519284939739806	0.04389749980358006
0.28202092049370686	0.11305588327319942	0.12016731748893715	0.2561911558710657	0.19347627616759852	0.1892572353900765	0.05338744038733553	0.05061272326214475	0.05296124948501821	0.1524480763747522	0.1458489411825594	0.14445664008435458	0.18694571546921457	0.1897363992234289	0.17783373487715048	0.024445940471034735	0.029214401317989247	0.029421961565891715	0.13088423190273163	0.13733926358609366	0.12144257313539383	0.04163364400733428	0.0326702724220797	0.03191014118452362
0.1857797286568834	0.06850999954410998	0.07133029669986109	0.20344456072571318	0.13461172421034492	0.13952342699082046	0.06141547872412133	0.05053560895434559	0.05020494343505728	0.18424983862943065	0.17526290426401003	0.16578423872268394	0.16048546471100872	0.1576707728880262	0.1520142566046151	0.02996294169858355	0.034118775542034796	0.03277367157365941	0.13254757195621203	0.1383363910645254	0.11406862603331408	0.043316457841331306	0.03429680790938645	0.03421649347465536
0.5964791153313547	0.22529668668959646	0.22261951114804346	0.16957764749232035	0.12480815768506388	0.1250648591961785	0.05609563309199369	0.05044000022507274	0.050897883110566436	0.16828076436521267	0.14958150720567537	0.14671147436461968	0.16604993727965364	0.16466491681037226	0.15685255424694072	0.04145702099211187	0.04342434934798757	0.04419206738166036	0.13485771549189154	0.14093650998450818	0.12248614162633158	0.04953811367677776	0.04902998029079417	0.04994051918585837
0.33366969541308084	0.13521478789930583	0.14272535151408064	0.17308113328394953	0.12877602893033271	0.13103847514118797	0.060473475932394834	0.05912343680426459	0.06009955741081748	0.1534570564736348	0.14687600570627454	0.129861169288422	0.16895834041712207	0.17074072493554798	0.15689014386161373	0.029955764824362498	0.03097178182599051	0.029834836583893357	0.1125360441403682	0.11704603204667846	0.1074865602134499	0.052818340813598735	0.0344086043404906	0.03395256684508439
0.22495793470301412	0.09590471902010651	0.10166019233904278	0.17365864937174688	0.11477326913641953	0.11787718248098243	0.05737597039125074	0.056405398629758026	0.059140955804068425	0.15872303921289216	0.14573590946894982	0.13173843320046508	0.1478013276796316	0.14882651661703772	0.14248300273054312	0.025266068280694432	0.026566684269825544	0.027054636596567035	0.11949794947264213	0.12310798067923995	0.1215488524574757	0.044632980272890005	0.04816835916401148	0.05196656191514509
