RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
{'min_impurity_decrease': 8.787658410143284e-05, 'min_samples_leaf': 21}	{'max_depth': 3}	{'C': 7.2200167251257135, 'penalty': 'l2'}	{'var_smoothing': 0.9890115135756001}	{'max_depth': 3}	{'C': 12.92123709016585, 'penalty': 'l2'}	{'var_smoothing': 0.8915732672802584}	{'alpha': 0.06308008249349822, 'batch_size': 100, 'power_t': 1.2000561312989486}
{'min_impurity_decrease': 0.007447660735453599, 'min_samples_leaf': 31}	{'max_depth': 3}	{'C': 12.714267296214596, 'penalty': 'l2'}	{'var_smoothing': 0.8466624073101339}	{'max_depth': 3}	{'C': 14.477764092317853, 'penalty': 'l2'}	{'var_smoothing': 0.9841918506425767}	{'alpha': 0.14184909745757007, 'batch_size': 100, 'power_t': 1.4045914131559947}
{'min_impurity_decrease': 0.0075722066595136925, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 13.32499140576618, 'penalty': 'l2'}	{'var_smoothing': 0.0035455469097308485}	{'max_depth': 3}	{'C': 4.525774277132984, 'penalty': 'l1'}	{'var_smoothing': 0.5955925127571219}	{'alpha': 1.1790344505878156, 'batch_size': 300, 'power_t': 0.09716755334396276}
{'min_impurity_decrease': 0.006173275747005459, 'min_samples_leaf': 33}	{'max_depth': 3}	{'C': 6.192425722494775, 'penalty': 'l2'}	{'var_smoothing': 0.10497708378510905}	{'max_depth': 3}	{'C': 4.684531804442514, 'penalty': 'l2'}	{'var_smoothing': 0.7160737883919961}	{'alpha': 2.0204158819628195, 'batch_size': 400, 'power_t': 1.4748270321809072}
{'min_impurity_decrease': 0.0006857384821418412, 'min_samples_leaf': 2}	{'max_depth': 3}	{'C': 3.8842703734708537, 'penalty': 'l1'}	{'var_smoothing': 0.9191090318991818}	{'max_depth': 3}	{'C': 19.974731905030147, 'penalty': 'l2'}	{'var_smoothing': 0.9080720834133149}	{'alpha': 0.5463982506833845, 'batch_size': 300, 'power_t': 2.356452661634798}
{'min_impurity_decrease': 0.013415000147746449, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 3.481783266932984, 'penalty': 'l2'}	{'var_smoothing': 0.2735065344522666}	{'max_depth': 3}	{'C': 13.135283704659136, 'penalty': 'l2'}	{'var_smoothing': 0.8962852041098879}	{'alpha': 0.07995037730277127, 'batch_size': 300, 'power_t': 2.7743186814244325}
{'min_impurity_decrease': 0.012639840209929478, 'min_samples_leaf': 1}	{'max_depth': 3}	{'C': 14.790016757165947, 'penalty': 'l2'}	{'var_smoothing': 0.9993765289232714}	{'max_depth': 3}	{'C': 14.494753527986953, 'penalty': 'l2'}	{'var_smoothing': 0.9095023714416636}	{'alpha': 0.17319866942584056, 'batch_size': 200, 'power_t': 1.2464539663900824}
{'min_impurity_decrease': 0.008285187305032849, 'min_samples_leaf': 3}	{'max_depth': 3}	{'C': 8.250927968102333, 'penalty': 'l2'}	{'var_smoothing': 0.028474226578096944}	{'max_depth': 3}	{'C': 7.01606613574763, 'penalty': 'l1'}	{'var_smoothing': 0.9959045381032603}	{'alpha': 1.2443886040829768, 'batch_size': 500, 'power_t': 0.21159485871984518}
{'min_impurity_decrease': 0.0008664797748379039, 'min_samples_leaf': 40}	{'max_depth': 3}	{'C': 8.225351619681101, 'penalty': 'l1'}	{'var_smoothing': 0.9720974501308212}	{'max_depth': 3}	{'C': 6.763123837775847, 'penalty': 'l1'}	{'var_smoothing': 0.950016579505167}	{'alpha': 0.4877692660109631, 'batch_size': 500, 'power_t': 2.511056167040293}
{'min_impurity_decrease': 0.00753743360484639, 'min_samples_leaf': 22}	{'max_depth': 3}	{'C': 15.400529916494804, 'penalty': 'l2'}	{'var_smoothing': 0.04540221017700707}	{'max_depth': 3}	{'C': 18.12744692981954, 'penalty': 'l2'}	{'var_smoothing': 0.9845755991780409}	{'alpha': 1.128686057974901, 'batch_size': 500, 'power_t': 1.7439406297689017}
