RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
{'min_impurity_decrease': 8.787658410143284e-05, 'min_samples_leaf': 21}	{'max_depth': 3}	{'C': 16.70684297331299, 'penalty': 'l2'}	{'var_smoothing': 0.048522001006445874}	{'max_depth': 3}	{'C': 15.262219832071017, 'penalty': 'l1'}	{'var_smoothing': 0.01749027103115263}	{'alpha': 0.06308008249349822, 'batch_size': 100, 'power_t': 1.2000561312989486}
{'min_impurity_decrease': 0.007447660735453599, 'min_samples_leaf': 31}	{'max_depth': 3}	{'C': 16.47220681419584, 'penalty': 'l2'}	{'var_smoothing': 0.26454219882203445}	{'max_depth': 3}	{'C': 15.353200908573939, 'penalty': 'l1'}	{'var_smoothing': 0.19639041731452456}	{'alpha': 0.14184909745757007, 'batch_size': 100, 'power_t': 1.4045914131559947}
{'min_impurity_decrease': 0.0075722066595136925, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 2.4778674136020804, 'penalty': 'l2'}	{'var_smoothing': 0.0035455469097308485}	{'max_depth': 3}	{'C': 10.523451221857055, 'penalty': 'l1'}	{'var_smoothing': 0.29485946110158046}	{'alpha': 1.1790344505878156, 'batch_size': 300, 'power_t': 0.09716755334396276}
{'min_impurity_decrease': 0.006173275747005459, 'min_samples_leaf': 33}	{'max_depth': 3}	{'C': 1.2483538926225834, 'penalty': 'l2'}	{'var_smoothing': 0.058460729296879725}	{'max_depth': 3}	{'C': 18.800193220416293, 'penalty': 'l1'}	{'var_smoothing': 0.06674229357027071}	{'alpha': 0.5914023262211235, 'batch_size': 300, 'power_t': 1.134759056014885}
{'min_impurity_decrease': 0.0006857384821418412, 'min_samples_leaf': 2}	{'max_depth': 3}	{'C': 1.1466568233726482, 'penalty': 'l1'}	{'var_smoothing': 0.08731954808960006}	{'max_depth': 3}	{'C': 9.134904507484238, 'penalty': 'l2'}	{'var_smoothing': 0.12050631879350591}	{'alpha': 0.5463982506833845, 'batch_size': 300, 'power_t': 2.356452661634798}
{'min_impurity_decrease': 0.013415000147746449, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 0.9308198726297101, 'penalty': 'l2'}	{'var_smoothing': 0.2735065344522666}	{'max_depth': 3}	{'C': 14.64410003866012, 'penalty': 'l2'}	{'var_smoothing': 0.17515452342402305}	{'alpha': 0.07995037730277127, 'batch_size': 300, 'power_t': 2.7743186814244325}
{'min_impurity_decrease': 0.012639840209929478, 'min_samples_leaf': 1}	{'max_depth': 3}	{'C': 0.42590011734859545, 'penalty': 'l1'}	{'var_smoothing': 0.3072410094435699}	{'max_depth': 3}	{'C': 14.494753527986953, 'penalty': 'l2'}	{'var_smoothing': 0.03895696467464382}	{'alpha': 0.17319866942584056, 'batch_size': 200, 'power_t': 1.2464539663900824}
{'min_impurity_decrease': 0.008285187305032849, 'min_samples_leaf': 3}	{'max_depth': 3}	{'C': 10.878098835819308, 'penalty': 'l2'}	{'var_smoothing': 0.028474226578096944}	{'max_depth': 3}	{'C': 17.670761426741386, 'penalty': 'l1'}	{'var_smoothing': 0.14792062444808474}	{'alpha': 0.4186996294819109, 'batch_size': 200, 'power_t': 2.579067235265941}
{'min_impurity_decrease': 0.0008664797748379039, 'min_samples_leaf': 40}	{'max_depth': 3}	{'C': 13.615397498153092, 'penalty': 'l2'}	{'var_smoothing': 0.09296837672230705}	{'max_depth': 3}	{'C': 15.395249450462456, 'penalty': 'l1'}	{'var_smoothing': 0.054805740382408256}	{'alpha': 0.5423244362959421, 'batch_size': 400, 'power_t': 0.23412423749074507}
{'min_impurity_decrease': 0.00753743360484639, 'min_samples_leaf': 22}	{'max_depth': 3}	{'C': 15.400529916494804, 'penalty': 'l2'}	{'var_smoothing': 0.04540221017700707}	{'max_depth': 3}	{'C': 15.86889004936642, 'penalty': 'l2'}	{'var_smoothing': 0.2031963729045595}	{'alpha': 1.128686057974901, 'batch_size': 500, 'power_t': 1.7439406297689017}
{'min_impurity_decrease': 0.00279911059065885, 'min_samples_leaf': 18}	{'max_depth': 3}	{'C': 15.608394107011204, 'penalty': 'l1'}	{'var_smoothing': 0.05753069526808973}	{'max_depth': 3}	{'C': 7.942971067675371, 'penalty': 'l2'}	{'var_smoothing': 0.041593443847687366}	{'alpha': 0.11097042877250357, 'batch_size': 200, 'power_t': 1.8789461702219228}
{'min_impurity_decrease': 0.005159682395476507, 'min_samples_leaf': 3}	{'max_depth': 3}	{'C': 18.11376021415581, 'penalty': 'l2'}	{'var_smoothing': 0.1095561232138934}	{'max_depth': 3}	{'C': 7.532316305221659, 'penalty': 'l1'}	{'var_smoothing': 0.12960195925960405}	{'alpha': 1.4466613916326327, 'batch_size': 500, 'power_t': 2.557623180715383}
{'min_impurity_decrease': 0.002972888835060973, 'min_samples_leaf': 10}	{'max_depth': 3}	{'C': 18.320088116025577, 'penalty': 'l2'}	{'var_smoothing': 0.04303308207223432}	{'max_depth': 3}	{'C': 18.32951401652248, 'penalty': 'l1'}	{'var_smoothing': 0.09334405808000733}	{'alpha': 0.3857538810996816, 'batch_size': 100, 'power_t': 1.4910456749469057}
