RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
{'min_impurity_decrease': 8.787658410143284e-05, 'min_samples_leaf': 21}	{'max_depth': 3}	{'C': 5.937518547957893, 'penalty': 'l1'}	{'var_smoothing': 0.9890115135756001}	{'max_depth': 3}	{'C': 6.139763380591722, 'penalty': 'l1'}	{'var_smoothing': 0.8915732672802584}	{'alpha': 0.06308008249349822, 'batch_size': 100, 'power_t': 1.2000561312989486}
{'min_impurity_decrease': 0.007447660735453599, 'min_samples_leaf': 31}	{'max_depth': 3}	{'C': 12.378435386992205, 'penalty': 'l1'}	{'var_smoothing': 0.26454219882203445}	{'max_depth': 3}	{'C': 15.353200908573939, 'penalty': 'l1'}	{'var_smoothing': 0.9841918506425767}	{'alpha': 4.582042134916395, 'batch_size': 100, 'power_t': 0.12539759554215513}
{'min_impurity_decrease': 0.0075722066595136925, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 6.757938092772467, 'penalty': 'l1'}	{'var_smoothing': 0.0035455469097308485}	{'max_depth': 3}	{'C': 1.7790450626417431, 'penalty': 'l1'}	{'var_smoothing': 0.5955925127571219}	{'alpha': 0.5869175508598343, 'batch_size': 100, 'power_t': 1.5446573428848005}
{'min_impurity_decrease': 0.006173275747005459, 'min_samples_leaf': 33}	{'max_depth': 3}	{'C': 15.422840482895127, 'penalty': 'l1'}	{'var_smoothing': 0.35025252532341145}	{'max_depth': 3}	{'C': 15.276625104592844, 'penalty': 'l1'}	{'var_smoothing': 0.06674229357027071}	{'alpha': 2.9433183883976968, 'batch_size': 100, 'power_t': 2.630019161110906}
{'min_impurity_decrease': 0.0006857384821418412, 'min_samples_leaf': 2}	{'max_depth': 3}	{'C': 0.6259638114796917, 'penalty': 'l1'}	{'var_smoothing': 0.9191090318991818}	{'max_depth': 3}	{'C': 10.023362526807622, 'penalty': 'l1'}	{'var_smoothing': 0.9080720834133149}	{'alpha': 1.995557467446901, 'batch_size': 100, 'power_t': 0.17326826626770675}
{'min_impurity_decrease': 0.013415000147746449, 'min_samples_leaf': 26}	{'max_depth': 3}	{'C': 14.54512774863661, 'penalty': 'l1'}	{'var_smoothing': 0.734693601509504}	{'max_depth': 3}	{'C': 1.9666435463077436, 'penalty': 'l1'}	{'var_smoothing': 0.17515452342402305}	{'alpha': 0.615998455920174, 'batch_size': 100, 'power_t': 1.206687541449876}
{'min_impurity_decrease': 0.012639840209929478, 'min_samples_leaf': 1}	{'max_depth': 3}	{'C': 1.8648983121465201, 'penalty': 'l1'}	{'var_smoothing': 0.9993765289232714}	{'max_depth': 3}	{'C': 15.735668202260447, 'penalty': 'l1'}	{'var_smoothing': 0.03895696467464382}	{'alpha': 4.184720631322619, 'batch_size': 200, 'power_t': 2.015726402919451}
{'min_impurity_decrease': 0.008285187305032849, 'min_samples_leaf': 3}	{'max_depth': 3}	{'C': 0.12634382899068153, 'penalty': 'l1'}	{'var_smoothing': 0.8936130797833973}	{'max_depth': 3}	{'C': 7.01606613574763, 'penalty': 'l1'}	{'var_smoothing': 0.9959045381032603}	{'alpha': 2.127811653616095, 'batch_size': 400, 'power_t': 1.732172800667255}
{'min_impurity_decrease': 0.0008664797748379039, 'min_samples_leaf': 40}	{'max_depth': 3}	{'C': 18.109536689378775, 'penalty': 'l1'}	{'var_smoothing': 0.09296837672230705}	{'max_depth': 3}	{'C': 0.4595664908832353, 'penalty': 'l1'}	{'var_smoothing': 0.054805740382408256}	{'alpha': 4.522222008739747, 'batch_size': 100, 'power_t': 1.7285736232747992}
{'min_impurity_decrease': 0.00753743360484639, 'min_samples_leaf': 22}	{'max_depth': 3}	{'C': 8.19224847674243, 'penalty': 'l1'}	{'var_smoothing': 0.9315667124114334}	{'max_depth': 3}	{'C': 16.96687505124235, 'penalty': 'l1'}	{'var_smoothing': 0.9845755991780409}	{'alpha': 0.5566541500262221, 'batch_size': 100, 'power_t': 2.974628213248308}
{'min_impurity_decrease': 0.00279911059065885, 'min_samples_leaf': 18}	{'max_depth': 3}	{'C': 13.369248188161466, 'penalty': 'l1'}	{'var_smoothing': 0.7885440069182308}	{'max_depth': 3}	{'C': 3.504631094681939, 'penalty': 'l1'}	{'var_smoothing': 0.041593443847687366}	{'alpha': 2.816592132795298, 'batch_size': 100, 'power_t': 2.921963055364129}
{'min_impurity_decrease': 0.005159682395476507, 'min_samples_leaf': 3}	{'max_depth': 3}	{'C': 19.25243867517478, 'penalty': 'l1'}	{'var_smoothing': 0.8960518601022401}	{'max_depth': 3}	{'C': 11.130905883991113, 'penalty': 'l1'}	{'var_smoothing': 0.7354116689188522}	{'alpha': 2.3113600024870156, 'batch_size': 100, 'power_t': 2.9944414515439792}
{'min_impurity_decrease': 0.002972888835060973, 'min_samples_leaf': 10}	{'max_depth': 3}	{'C': 1.8595566124467788, 'penalty': 'l1'}	{'var_smoothing': 0.04303308207223432}	{'max_depth': 3}	{'C': 0.6728882072318931, 'penalty': 'l1'}	{'var_smoothing': 0.09334405808000733}	{'alpha': 0.3857538810996816, 'batch_size': 100, 'power_t': 1.4910456749469057}
{'min_impurity_decrease': 0.026080283762706193, 'min_samples_leaf': 2}	{'max_depth': 3}	{'C': 7.417353910196272, 'penalty': 'l1'}	{'var_smoothing': 0.4707523805279502}	{'max_depth': 3}	{'C': 19.08638210233958, 'penalty': 'l1'}	{'var_smoothing': 0.03832907311201927}	{'alpha': 4.024333264272895, 'batch_size': 100, 'power_t': 1.5629415751586078}
{'min_impurity_decrease': 0.014026730608320739, 'min_samples_leaf': 33}	{'max_depth': 3}	{'C': 2.064187060862822, 'penalty': 'l1'}	{'var_smoothing': 0.4537422397118738}	{'max_depth': 3}	{'C': 9.471518945237149, 'penalty': 'l1'}	{'var_smoothing': 0.17744367014736429}	{'alpha': 2.511907382444331, 'batch_size': 200, 'power_t': 0.6821189014397306}
{'min_impurity_decrease': 0.013126936620139796, 'min_samples_leaf': 30}	{'max_depth': 3}	{'C': 1.589684003458004, 'penalty': 'l1'}	{'var_smoothing': 0.9721868344895958}	{'max_depth': 3}	{'C': 15.307533397670085, 'penalty': 'l1'}	{'var_smoothing': 0.24683271099507198}	{'alpha': 0.39198790207593065, 'batch_size': 100, 'power_t': 2.8065651794403377}
{'min_impurity_decrease': 0.0028656229699630235, 'min_samples_leaf': 11}	{'max_depth': 3}	{'C': 9.623195020539438, 'penalty': 'l1'}	{'var_smoothing': 0.09325747965255803}	{'max_depth': 3}	{'C': 13.970052315679611, 'penalty': 'l1'}	{'var_smoothing': 0.19700060060005264}	{'alpha': 2.948566839689681, 'batch_size': 100, 'power_t': 2.395120403480329}
{'min_impurity_decrease': 0.007511710495915126, 'min_samples_leaf': 13}	{'max_depth': 3}	{'C': 5.28453851017883, 'penalty': 'l1'}	{'var_smoothing': 0.15673625969653693}	{'max_depth': 3}	{'C': 11.480079362083128, 'penalty': 'l1'}	{'var_smoothing': 0.058890108348636165}	{'alpha': 4.144766742227568, 'batch_size': 100, 'power_t': 2.8265002340322045}
{'min_impurity_decrease': 0.006940047351797297, 'min_samples_leaf': 40}	{'max_depth': 3}	{'C': 5.945718625818311, 'penalty': 'l1'}	{'var_smoothing': 0.07054092449154246}	{'max_depth': 3}	{'C': 15.50538148949601, 'penalty': 'l1'}	{'var_smoothing': 0.058529603859984174}	{'alpha': 3.217708087086478, 'batch_size': 100, 'power_t': 2.2452683263459647}
{'min_impurity_decrease': 0.010086136693308791, 'min_samples_leaf': 43}	{'max_depth': 3}	{'C': 2.1756097446901177, 'penalty': 'l1'}	{'var_smoothing': 0.9762618150582634}	{'max_depth': 3}	{'C': 12.39955683287778, 'penalty': 'l1'}	{'var_smoothing': 0.226547421231723}	{'alpha': 1.1188143776046462, 'batch_size': 100, 'power_t': 1.2135512764937286}
