RF	END_DT	END_LR	END_NB	PC_DT	PC_LR	PC_NB	MLP
0.18978264801188477	0.1883272464929713	0.15567783569826096	0.38750654989691846	0.1690183604807759	0.15709139187642868	0.3983487595266382	0.12976063496962337
0.17478827373908445	0.1615070828826789	0.15251510480286254	0.3826583068127907	0.18329191227226582	0.1405826173202802	0.4024521208921903	0.12584591534835926
0.18367568685334051	0.15899244434553014	0.14204210747251672	0.3868202779412591	0.16095364050865632	0.15095968346632282	0.3983118210421476	0.11956786272262886
0.18100708555425848	0.1732737857418884	0.1764469738870264	0.3868252799016842	0.19817602793763706	0.17312464528324328	0.38895152682901435	0.14895897551246845
0.14072004097370894	0.18412815963100795	0.18966680123462054	0.40379918490243843	0.19123931691803348	0.1718946419440878	0.4004324108946678	0.1379640466131346
0.19580954795539884	0.17765010351817437	0.14906054726509194	0.4179356304911911	0.14920564743252576	0.12812533260862077	0.38829379186555013	0.11778124571616418
0.19529049597781825	0.1672784024153322	0.15062649802430847	0.35759350762630454	0.15825911058551412	0.15173635047879286	0.38417634941541445	0.12503769333333226
0.1627758838762875	0.16464967747339812	0.1857358634088567	0.3719629452881693	0.16501861854742644	0.16207973435148829	0.39327748928129963	0.14075263185542033
0.1619515837023889	0.15151296593556748	0.1496133546094767	0.39027521185593794	0.14443692947174322	0.14154025185013505	0.40285543796565854	0.09799328273557248
0.18308821138536246	0.18321485893110503	0.17874331093594142	0.3937430187048692	0.15822150008170485	0.16948710512239115	0.39535557957989115	0.16517978949003448
0.14472078916882403	0.15603254264659272	0.17848748449146104	0.3715842425335103	0.14864388154137378	0.16711759838139645	0.3968170011742659	0.13546608069819568
0.16904764019519872	0.17687495256539199	0.1736739713168071	0.491644687991423	0.17084785076998474	0.1707148699764449	0.4136920931377208	0.1464388440012283
0.14598799448167657	0.1509781454256641	0.1359594811103621	0.38723333152442574	0.15683098771821638	0.1392718593150963	0.3686034861550843	0.1237523214489016
0.1839751504642775	0.16219195923049914	0.15230844803254942	0.38520233431118545	0.1775966187452908	0.16201949293087797	0.41770898024344766	0.15723012231382708
0.18146612212056565	0.12372356667039773	0.13043085879718647	0.3534272685877833	0.13214662708657368	0.13040429867190648	0.36462632347984253	0.10877840601451473
0.1829914337560295	0.17222826279876496	0.14134606369417116	0.37508907686093307	0.15468531853474832	0.14402699955967133	0.38940628223234025	0.12346104762159311
0.15469570412430067	0.17460899246596112	0.16779302604453372	0.34525571381397757	0.17581083052843052	0.15087211119949961	0.39655885330519547	0.13723877951882857
0.1552437006798726	0.1743906981612965	0.17228985394943488	0.3864011089491072	0.16823231878486228	0.13899512809158304	0.4090353025858642	0.1305348006115403
0.19439354654995403	0.18267179798635252	0.16548072885478793	0.40470336183995564	0.1908885073492049	0.1537370423854318	0.40790096925413877	0.1560575703249477
0.1903610863931276	0.17369976639696352	0.1489585287538704	0.3912653071288416	0.17726355545089198	0.14778660532438345	0.38833122622115546	0.1291948035902893
